tweet.id,id,version,batch.tweet,hate.speech,offensive.language,tweet_hashed
1449,1069,E,R49,1,1,"Subtweeting little bitch ""taking the high road"""
1449,1153,E,R49,0,1,"Subtweeting little bitch ""taking the high road"""
1449,1440,E,R49,0,1,"Subtweeting little bitch ""taking the high road"""
1449,1014,D,R49,1,1,"Subtweeting little bitch ""taking the high road"""
1449,1063,D,R49,0,1,"Subtweeting little bitch ""taking the high road"""
1449,1355,D,R49,0,1,"Subtweeting little bitch ""taking the high road"""
1449,1030,C,R49,0,1,"Subtweeting little bitch ""taking the high road"""
1449,1045,C,R49,0,1,"Subtweeting little bitch ""taking the high road"""
1449,1068,C,R49,0,1,"Subtweeting little bitch ""taking the high road"""
1449,1228,B,R49,0,1,"Subtweeting little bitch ""taking the high road"""
1449,1566,B,R49,1,1,"Subtweeting little bitch ""taking the high road"""
1449,1599,B,R49,0,1,"Subtweeting little bitch ""taking the high road"""
1449,959,A,R49,0,1,"Subtweeting little bitch ""taking the high road"""
1449,1306,A,R49,0,1,"Subtweeting little bitch ""taking the high road"""
1449,1724,A,R49,0,1,"Subtweeting little bitch ""taking the high road"""
572,65,E,R22,0,0,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that
572,227,E,R22,0,0,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that
572,239,E,R22,0,0,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that
572,315,D,R22,0,0,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that
572,319,D,R22,0,0,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that
572,761,D,R22,0,0,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that
572,298,C,R22,0,0,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that
572,300,C,R22,0,0,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that
572,358,C,R22,0,0,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that
572,75,B,R22,0,0,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that
572,120,B,R22,0,1,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that
572,322,B,R22,0,0,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that
572,69,A,R22,0,0,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that
572,80,A,R22,0,0,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that
572,291,A,R22,1,0,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that
2039,1477,E,R39,0,0,The day my ex told me she was sober when she cheated on me is the same day I eliminated colored skinny jeans from my wardrobe
2039,1488,E,R39,0,0,The day my ex told me she was sober when she cheated on me is the same day I eliminated colored skinny jeans from my wardrobe
2039,1731,E,R39,0,0,The day my ex told me she was sober when she cheated on me is the same day I eliminated colored skinny jeans from my wardrobe
2039,1067,D,R39,0,0,The day my ex told me she was sober when she cheated on me is the same day I eliminated colored skinny jeans from my wardrobe
2039,1163,D,R39,0,0,The day my ex told me she was sober when she cheated on me is the same day I eliminated colored skinny jeans from my wardrobe
2039,1339,D,R39,0,0,The day my ex told me she was sober when she cheated on me is the same day I eliminated colored skinny jeans from my wardrobe
