tweet.id,id,version,batch.tweet,hate.speech,offensive.language,tweet_hashed
2883,1463,E,R33,NA,1,RT @###### this dumb bitch said....RT @###### No matter what a man says the only way he'll truly respect you is if u hold out sex
2883,1739,E,R33,0,1,RT @###### this dumb bitch said....RT @###### No matter what a man says the only way he'll truly respect you is if u hold out sex
2883,1779,E,R33,0,1,RT @###### this dumb bitch said....RT @###### No matter what a man says the only way he'll truly respect you is if u hold out sex
2883,1860,E,R33,1,1,RT @###### this dumb bitch said....RT @###### No matter what a man says the only way he'll truly respect you is if u hold out sex
149,12,E,R49,0,0,RT @###### Bron pregame speeches be so trash though lmao
149,70,E,R49,0,0,RT @###### Bron pregame speeches be so trash though lmao
149,183,E,R49,0,1,RT @###### Bron pregame speeches be so trash though lmao
149,221,E,R49,0,0,RT @###### Bron pregame speeches be so trash though lmao
149,242,E,R49,NA,0,RT @###### Bron pregame speeches be so trash though lmao
149,244,E,R49,0,0,RT @###### Bron pregame speeches be so trash though lmao
556,65,E,R6,0,0,@###### No matter how much you bitch and complain... America is in better shape to how Obama found it PERIOD
556,227,E,R6,0,0,@###### No matter how much you bitch and complain... America is in better shape to how Obama found it PERIOD
556,239,E,R6,0,1,@###### No matter how much you bitch and complain... America is in better shape to how Obama found it PERIOD
556,246,E,R6,0,1,@###### No matter how much you bitch and complain... America is in better shape to how Obama found it PERIOD
556,253,E,R6,1,1,@###### No matter how much you bitch and complain... America is in better shape to how Obama found it PERIOD
350,205,E,R50,0,0,RT @###### if you're gonna trash talk my piercings don't say it in front of my best friends &#128514;&#128514;&#128514;&#128514;
350,220,E,R50,0,0,RT @###### if you're gonna trash talk my piercings don't say it in front of my best friends &#128514;&#128514;&#128514;&#128514;
350,235,E,R50,0,0,RT @###### if you're gonna trash talk my piercings don't say it in front of my best friends &#128514;&#128514;&#128514;&#128514;
2050,1477,E,R50,0,1,RT @###### @###### nigguh waldo had chipotle waiting for him at his house lucky soab lol
2050,1488,E,R50,0,1,RT @###### @###### nigguh waldo had chipotle waiting for him at his house lucky soab lol
2050,1731,E,R50,0,1,RT @###### @###### nigguh waldo had chipotle waiting for him at his house lucky soab lol
1785,1096,E,R35,0,0,Thou shall not mock Ryan(the future)Kelly
1785,1111,E,R35,0,0,Thou shall not mock Ryan(the future)Kelly
1785,1484,E,R35,0,0,Thou shall not mock Ryan(the future)Kelly
302,205,E,R2,1,0,RT @###### @###### @###### @###### @###### @###### So glad Charlie agrees with Carol and CNN that assaulting girls is OK&#8230;
302,220,E,R2,0,0,RT @###### @###### @###### @###### @###### @###### So glad Charlie agrees with Carol and CNN that assaulting girls is OK&#8230;
302,235,E,R2,0,0,RT @###### @###### @###### @###### @###### @###### So glad Charlie agrees with Carol and CNN that assaulting girls is OK&#8230;
433,94,E,R33,0,1,hell would freeze over before I ever let any bitch kick me in the fuckin face
433,96,E,R33,0,1,hell would freeze over before I ever let any bitch kick me in the fuckin face
433,196,E,R33,0,0,hell would freeze over before I ever let any bitch kick me in the fuckin face
433,202,E,R33,0,1,hell would freeze over before I ever let any bitch kick me in the fuckin face
433,224,E,R33,0,1,hell would freeze over before I ever let any bitch kick me in the fuckin face
433,230,E,R33,0,1,hell would freeze over before I ever let any bitch kick me in the fuckin face
433,240,E,R33,0,1,hell would freeze over before I ever let any bitch kick me in the fuckin face
433,254,E,R33,0,1,hell would freeze over before I ever let any bitch kick me in the fuckin face
433,255,E,R33,0,1,hell would freeze over before I ever let any bitch kick me in the fuckin face
433,262,E,R33,1,1,hell would freeze over before I ever let any bitch kick me in the fuckin face
